antecedent,consequent,support,confidence,lift,itemset_size,min_support,min_confidence,min_lift,parameter_set,rule_id
other vegetables;domestic eggs,whole milk,0.0122,0.5283,2.0306,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000629
whole milk;domestic eggs,other vegetables,0.0122,0.4221,2.1914,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000630
pip fruit;other vegetables,whole milk,0.0122,0.4941,1.8992,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000631
pip fruit;whole milk,other vegetables,0.0122,0.4221,2.1914,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000632
other vegetables;frozen vegetables,whole milk,0.0103,0.5917,2.2742,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000633
whole milk;frozen vegetables,other vegetables,0.0103,0.4641,2.4092,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000634
other vegetables;whipped/sour cream,whole milk,0.0138,0.5053,1.9423,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000635
whole milk;whipped/sour cream,other vegetables,0.0138,0.426,2.2116,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000636
rolls/buns;root vegetables,other vegetables,0.0122,0.497,2.5804,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000637
citrus fruit;other vegetables,whole milk,0.0131,0.4523,1.7383,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000638
citrus fruit;whole milk,other vegetables,0.0131,0.4091,2.1238,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000639
pastry;other vegetables,whole milk,0.0113,0.4906,1.8856,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000640
other vegetables;sausage,whole milk,0.011,0.4064,1.5621,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000641
citrus fruit;yogurt,whole milk,0.0106,0.474,1.822,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000642
soda;sausage,rolls/buns,0.0102,0.4094,2.2067,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000643
other vegetables;curd,whole milk,0.0103,0.6174,2.373,3,0.01,0.4,1.0,s0.01_c0.4_l1.0,apriori_all_000644
tropical fruit,whole milk,0.0423,0.4014,1.5428,2,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000645
brown bread,whole milk,0.0263,0.4058,1.5599,2,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000646
onions,other vegetables,0.0129,0.4428,2.2987,2,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000647
meat,whole milk,0.0112,0.4254,1.6351,2,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000648
sugar,whole milk,0.0148,0.4454,1.712,2,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000649
yogurt,whole milk,0.0568,0.4023,1.5462,2,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000650
pork,whole milk,0.0225,0.4036,1.5515,2,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000651
butter,whole milk,0.028,0.5052,1.942,2,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000652
root vegetables,other vegetables,0.0453,0.4205,2.183,2,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000653
chicken,other vegetables,0.0177,0.4207,2.184,2,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000654
root vegetables,whole milk,0.049,0.4542,1.7457,2,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000655
domestic eggs,whole milk,0.0289,0.4523,1.7384,2,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000656
margarine,whole milk,0.0259,0.4248,1.6329,2,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000657
whipped/sour cream,whole milk,0.0324,0.4588,1.7637,2,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000658
cream cheese,whole milk,0.0161,0.4173,1.6039,2,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000659
ham,whole milk,0.0119,0.4432,1.7037,2,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000660
beef,whole milk,0.0221,0.4282,1.6457,2,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000661
hamburger meat,other vegetables,0.0138,0.4025,2.0898,2,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000662
curd,whole milk,0.0264,0.4919,1.8907,2,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000663
chicken,whole milk,0.0179,0.4241,1.6302,2,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000664
hard cheese,whole milk,0.0105,0.4186,1.609,2,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000665
frozen vegetables,whole milk,0.0222,0.465,1.7875,2,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000666
sliced cheese,whole milk,0.0115,0.4731,1.8183,2,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000667
hamburger meat,whole milk,0.0154,0.4492,1.7264,2,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000668
butter milk,whole milk,0.0122,0.4444,1.7083,2,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000669
rolls/buns;tropical fruit,whole milk,0.0112,0.4451,1.7108,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000670
other vegetables;fruit/vegetable juice,whole milk,0.0113,0.5166,1.9855,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000671
whole milk;fruit/vegetable juice,other vegetables,0.0113,0.4041,2.0981,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000672
rolls/buns;other vegetables,whole milk,0.0176,0.4246,1.6319,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000673
other vegetables;bottled water,whole milk,0.0107,0.4302,1.6537,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000674
rolls/buns;yogurt,whole milk,0.0157,0.4481,1.7225,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000675
root vegetables;yogurt,whole milk,0.0139,0.5549,2.1329,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000676
tropical fruit;yogurt,whole milk,0.0148,0.4951,1.9032,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000677
whipped/sour cream;yogurt,whole milk,0.011,0.5352,2.0572,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000678
other vegetables;yogurt,whole milk,0.0225,0.5201,1.9992,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000679
margarine;other vegetables,whole milk,0.0107,0.5211,2.003,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000680
margarine;whole milk,other vegetables,0.0107,0.4157,2.1583,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000681
butter;other vegetables,whole milk,0.0121,0.5724,2.2002,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000682
butter;whole milk,other vegetables,0.0121,0.4301,2.2326,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000683
other vegetables;pork,whole milk,0.01,0.4894,1.8809,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000684
whole milk;pork,other vegetables,0.01,0.4452,2.3111,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000685
other vegetables;tropical fruit,whole milk,0.016,0.4545,1.7471,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000686
soda;other vegetables,whole milk,0.0148,0.4435,1.7046,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000687
root vegetables;tropical fruit,other vegetables,0.0113,0.5493,2.8517,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000688
other vegetables;root vegetables,whole milk,0.0228,0.5032,1.9342,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000689
whole milk;root vegetables,other vegetables,0.0228,0.4659,2.4186,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000690
root vegetables;tropical fruit,whole milk,0.0113,0.5493,2.1113,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000691
rolls/buns;root vegetables,whole milk,0.0137,0.5562,2.1379,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000692
curd;yogurt,whole milk,0.01,0.5798,2.2287,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000693
bottled water;yogurt,whole milk,0.01,0.4259,1.6371,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000694
root vegetables;yogurt,other vegetables,0.0116,0.4624,2.4007,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000695
other vegetables;domestic eggs,whole milk,0.0122,0.5283,2.0306,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000696
whole milk;domestic eggs,other vegetables,0.0122,0.4221,2.1914,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000697
pip fruit;other vegetables,whole milk,0.0122,0.4941,1.8992,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000698
pip fruit;whole milk,other vegetables,0.0122,0.4221,2.1914,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000699
other vegetables;frozen vegetables,whole milk,0.0103,0.5917,2.2742,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000700
whole milk;frozen vegetables,other vegetables,0.0103,0.4641,2.4092,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000701
other vegetables;whipped/sour cream,whole milk,0.0138,0.5053,1.9423,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000702
whole milk;whipped/sour cream,other vegetables,0.0138,0.426,2.2116,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000703
rolls/buns;root vegetables,other vegetables,0.0122,0.497,2.5804,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000704
citrus fruit;other vegetables,whole milk,0.0131,0.4523,1.7383,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000705
citrus fruit;whole milk,other vegetables,0.0131,0.4091,2.1238,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000706
pastry;other vegetables,whole milk,0.0113,0.4906,1.8856,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000707
other vegetables;sausage,whole milk,0.011,0.4064,1.5621,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000708
citrus fruit;yogurt,whole milk,0.0106,0.474,1.822,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000709
soda;sausage,rolls/buns,0.0102,0.4094,2.2067,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000710
other vegetables;curd,whole milk,0.0103,0.6174,2.373,3,0.01,0.4,1.2,s0.01_c0.4_l1.2,apriori_all_000711
tropical fruit,whole milk,0.0423,0.4014,1.5428,2,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000712
brown bread,whole milk,0.0263,0.4058,1.5599,2,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000713
onions,other vegetables,0.0129,0.4428,2.2987,2,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000714
meat,whole milk,0.0112,0.4254,1.6351,2,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000715
sugar,whole milk,0.0148,0.4454,1.712,2,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000716
yogurt,whole milk,0.0568,0.4023,1.5462,2,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000717
pork,whole milk,0.0225,0.4036,1.5515,2,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000718
butter,whole milk,0.028,0.5052,1.942,2,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000719
root vegetables,other vegetables,0.0453,0.4205,2.183,2,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000720
chicken,other vegetables,0.0177,0.4207,2.184,2,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000721
root vegetables,whole milk,0.049,0.4542,1.7457,2,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000722
domestic eggs,whole milk,0.0289,0.4523,1.7384,2,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000723
margarine,whole milk,0.0259,0.4248,1.6329,2,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000724
whipped/sour cream,whole milk,0.0324,0.4588,1.7637,2,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000725
cream cheese,whole milk,0.0161,0.4173,1.6039,2,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000726
ham,whole milk,0.0119,0.4432,1.7037,2,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000727
beef,whole milk,0.0221,0.4282,1.6457,2,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000728
hamburger meat,other vegetables,0.0138,0.4025,2.0898,2,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000729
curd,whole milk,0.0264,0.4919,1.8907,2,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000730
chicken,whole milk,0.0179,0.4241,1.6302,2,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000731
hard cheese,whole milk,0.0105,0.4186,1.609,2,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000732
frozen vegetables,whole milk,0.0222,0.465,1.7875,2,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000733
sliced cheese,whole milk,0.0115,0.4731,1.8183,2,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000734
hamburger meat,whole milk,0.0154,0.4492,1.7264,2,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000735
butter milk,whole milk,0.0122,0.4444,1.7083,2,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000736
rolls/buns;tropical fruit,whole milk,0.0112,0.4451,1.7108,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000737
other vegetables;fruit/vegetable juice,whole milk,0.0113,0.5166,1.9855,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000738
whole milk;fruit/vegetable juice,other vegetables,0.0113,0.4041,2.0981,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000739
rolls/buns;other vegetables,whole milk,0.0176,0.4246,1.6319,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000740
other vegetables;bottled water,whole milk,0.0107,0.4302,1.6537,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000741
rolls/buns;yogurt,whole milk,0.0157,0.4481,1.7225,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000742
root vegetables;yogurt,whole milk,0.0139,0.5549,2.1329,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000743
tropical fruit;yogurt,whole milk,0.0148,0.4951,1.9032,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000744
whipped/sour cream;yogurt,whole milk,0.011,0.5352,2.0572,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000745
other vegetables;yogurt,whole milk,0.0225,0.5201,1.9992,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000746
margarine;other vegetables,whole milk,0.0107,0.5211,2.003,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000747
margarine;whole milk,other vegetables,0.0107,0.4157,2.1583,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000748
butter;other vegetables,whole milk,0.0121,0.5724,2.2002,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000749
butter;whole milk,other vegetables,0.0121,0.4301,2.2326,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000750
other vegetables;pork,whole milk,0.01,0.4894,1.8809,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000751
whole milk;pork,other vegetables,0.01,0.4452,2.3111,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000752
other vegetables;tropical fruit,whole milk,0.016,0.4545,1.7471,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000753
soda;other vegetables,whole milk,0.0148,0.4435,1.7046,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000754
root vegetables;tropical fruit,other vegetables,0.0113,0.5493,2.8517,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000755
other vegetables;root vegetables,whole milk,0.0228,0.5032,1.9342,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000756
whole milk;root vegetables,other vegetables,0.0228,0.4659,2.4186,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000757
root vegetables;tropical fruit,whole milk,0.0113,0.5493,2.1113,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000758
rolls/buns;root vegetables,whole milk,0.0137,0.5562,2.1379,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000759
curd;yogurt,whole milk,0.01,0.5798,2.2287,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000760
bottled water;yogurt,whole milk,0.01,0.4259,1.6371,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000761
root vegetables;yogurt,other vegetables,0.0116,0.4624,2.4007,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000762
other vegetables;domestic eggs,whole milk,0.0122,0.5283,2.0306,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000763
whole milk;domestic eggs,other vegetables,0.0122,0.4221,2.1914,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000764
pip fruit;other vegetables,whole milk,0.0122,0.4941,1.8992,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000765
pip fruit;whole milk,other vegetables,0.0122,0.4221,2.1914,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000766
other vegetables;frozen vegetables,whole milk,0.0103,0.5917,2.2742,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000767
whole milk;frozen vegetables,other vegetables,0.0103,0.4641,2.4092,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000768
other vegetables;whipped/sour cream,whole milk,0.0138,0.5053,1.9423,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000769
whole milk;whipped/sour cream,other vegetables,0.0138,0.426,2.2116,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000770
rolls/buns;root vegetables,other vegetables,0.0122,0.497,2.5804,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000771
citrus fruit;other vegetables,whole milk,0.0131,0.4523,1.7383,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000772
citrus fruit;whole milk,other vegetables,0.0131,0.4091,2.1238,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000773
pastry;other vegetables,whole milk,0.0113,0.4906,1.8856,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000774
other vegetables;sausage,whole milk,0.011,0.4064,1.5621,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000775
citrus fruit;yogurt,whole milk,0.0106,0.474,1.822,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000776
soda;sausage,rolls/buns,0.0102,0.4094,2.2067,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000777
other vegetables;curd,whole milk,0.0103,0.6174,2.373,3,0.01,0.4,1.5,s0.01_c0.4_l1.5,apriori_all_000778
butter,whole milk,0.028,0.5052,1.942,2,0.01,0.5,0.5,s0.01_c0.5_l0.5,apriori_all_000779
other vegetables;fruit/vegetable juice,whole milk,0.0113,0.5166,1.9855,3,0.01,0.5,0.5,s0.01_c0.5_l0.5,apriori_all_000780
root vegetables;yogurt,whole milk,0.0139,0.5549,2.1329,3,0.01,0.5,0.5,s0.01_c0.5_l0.5,apriori_all_000781
whipped/sour cream;yogurt,whole milk,0.011,0.5352,2.0572,3,0.01,0.5,0.5,s0.01_c0.5_l0.5,apriori_all_000782
other vegetables;yogurt,whole milk,0.0225,0.5201,1.9992,3,0.01,0.5,0.5,s0.01_c0.5_l0.5,apriori_all_000783
margarine;other vegetables,whole milk,0.0107,0.5211,2.003,3,0.01,0.5,0.5,s0.01_c0.5_l0.5,apriori_all_000784
butter;other vegetables,whole milk,0.0121,0.5724,2.2002,3,0.01,0.5,0.5,s0.01_c0.5_l0.5,apriori_all_000785
root vegetables;tropical fruit,other vegetables,0.0113,0.5493,2.8517,3,0.01,0.5,0.5,s0.01_c0.5_l0.5,apriori_all_000786
other vegetables;root vegetables,whole milk,0.0228,0.5032,1.9342,3,0.01,0.5,0.5,s0.01_c0.5_l0.5,apriori_all_000787
root vegetables;tropical fruit,whole milk,0.0113,0.5493,2.1113,3,0.01,0.5,0.5,s0.01_c0.5_l0.5,apriori_all_000788
rolls/buns;root vegetables,whole milk,0.0137,0.5562,2.1379,3,0.01,0.5,0.5,s0.01_c0.5_l0.5,apriori_all_000789
curd;yogurt,whole milk,0.01,0.5798,2.2287,3,0.01,0.5,0.5,s0.01_c0.5_l0.5,apriori_all_000790
other vegetables;domestic eggs,whole milk,0.0122,0.5283,2.0306,3,0.01,0.5,0.5,s0.01_c0.5_l0.5,apriori_all_000791
other vegetables;frozen vegetables,whole milk,0.0103,0.5917,2.2742,3,0.01,0.5,0.5,s0.01_c0.5_l0.5,apriori_all_000792
other vegetables;whipped/sour cream,whole milk,0.0138,0.5053,1.9423,3,0.01,0.5,0.5,s0.01_c0.5_l0.5,apriori_all_000793
other vegetables;curd,whole milk,0.0103,0.6174,2.373,3,0.01,0.5,0.5,s0.01_c0.5_l0.5,apriori_all_000794
butter,whole milk,0.028,0.5052,1.942,2,0.01,0.5,1.0,s0.01_c0.5_l1.0,apriori_all_000795
other vegetables;fruit/vegetable juice,whole milk,0.0113,0.5166,1.9855,3,0.01,0.5,1.0,s0.01_c0.5_l1.0,apriori_all_000796
root vegetables;yogurt,whole milk,0.0139,0.5549,2.1329,3,0.01,0.5,1.0,s0.01_c0.5_l1.0,apriori_all_000797
whipped/sour cream;yogurt,whole milk,0.011,0.5352,2.0572,3,0.01,0.5,1.0,s0.01_c0.5_l1.0,apriori_all_000798
other vegetables;yogurt,whole milk,0.0225,0.5201,1.9992,3,0.01,0.5,1.0,s0.01_c0.5_l1.0,apriori_all_000799
margarine;other vegetables,whole milk,0.0107,0.5211,2.003,3,0.01,0.5,1.0,s0.01_c0.5_l1.0,apriori_all_000800
butter;other vegetables,whole milk,0.0121,0.5724,2.2002,3,0.01,0.5,1.0,s0.01_c0.5_l1.0,apriori_all_000801
root vegetables;tropical fruit,other vegetables,0.0113,0.5493,2.8517,3,0.01,0.5,1.0,s0.01_c0.5_l1.0,apriori_all_000802
other vegetables;root vegetables,whole milk,0.0228,0.5032,1.9342,3,0.01,0.5,1.0,s0.01_c0.5_l1.0,apriori_all_000803
root vegetables;tropical fruit,whole milk,0.0113,0.5493,2.1113,3,0.01,0.5,1.0,s0.01_c0.5_l1.0,apriori_all_000804
rolls/buns;root vegetables,whole milk,0.0137,0.5562,2.1379,3,0.01,0.5,1.0,s0.01_c0.5_l1.0,apriori_all_000805
curd;yogurt,whole milk,0.01,0.5798,2.2287,3,0.01,0.5,1.0,s0.01_c0.5_l1.0,apriori_all_000806
other vegetables;domestic eggs,whole milk,0.0122,0.5283,2.0306,3,0.01,0.5,1.0,s0.01_c0.5_l1.0,apriori_all_000807
other vegetables;frozen vegetables,whole milk,0.0103,0.5917,2.2742,3,0.01,0.5,1.0,s0.01_c0.5_l1.0,apriori_all_000808
other vegetables;whipped/sour cream,whole milk,0.0138,0.5053,1.9423,3,0.01,0.5,1.0,s0.01_c0.5_l1.0,apriori_all_000809
other vegetables;curd,whole milk,0.0103,0.6174,2.373,3,0.01,0.5,1.0,s0.01_c0.5_l1.0,apriori_all_000810
butter,whole milk,0.028,0.5052,1.942,2,0.01,0.5,1.2,s0.01_c0.5_l1.2,apriori_all_000811
other vegetables;fruit/vegetable juice,whole milk,0.0113,0.5166,1.9855,3,0.01,0.5,1.2,s0.01_c0.5_l1.2,apriori_all_000812
root vegetables;yogurt,whole milk,0.0139,0.5549,2.1329,3,0.01,0.5,1.2,s0.01_c0.5_l1.2,apriori_all_000813
whipped/sour cream;yogurt,whole milk,0.011,0.5352,2.0572,3,0.01,0.5,1.2,s0.01_c0.5_l1.2,apriori_all_000814
other vegetables;yogurt,whole milk,0.0225,0.5201,1.9992,3,0.01,0.5,1.2,s0.01_c0.5_l1.2,apriori_all_000815
margarine;other vegetables,whole milk,0.0107,0.5211,2.003,3,0.01,0.5,1.2,s0.01_c0.5_l1.2,apriori_all_000816
butter;other vegetables,whole milk,0.0121,0.5724,2.2002,3,0.01,0.5,1.2,s0.01_c0.5_l1.2,apriori_all_000817
root vegetables;tropical fruit,other vegetables,0.0113,0.5493,2.8517,3,0.01,0.5,1.2,s0.01_c0.5_l1.2,apriori_all_000818
other vegetables;root vegetables,whole milk,0.0228,0.5032,1.9342,3,0.01,0.5,1.2,s0.01_c0.5_l1.2,apriori_all_000819
root vegetables;tropical fruit,whole milk,0.0113,0.5493,2.1113,3,0.01,0.5,1.2,s0.01_c0.5_l1.2,apriori_all_000820
rolls/buns;root vegetables,whole milk,0.0137,0.5562,2.1379,3,0.01,0.5,1.2,s0.01_c0.5_l1.2,apriori_all_000821
curd;yogurt,whole milk,0.01,0.5798,2.2287,3,0.01,0.5,1.2,s0.01_c0.5_l1.2,apriori_all_000822
other vegetables;domestic eggs,whole milk,0.0122,0.5283,2.0306,3,0.01,0.5,1.2,s0.01_c0.5_l1.2,apriori_all_000823
other vegetables;frozen vegetables,whole milk,0.0103,0.5917,2.2742,3,0.01,0.5,1.2,s0.01_c0.5_l1.2,apriori_all_000824
other vegetables;whipped/sour cream,whole milk,0.0138,0.5053,1.9423,3,0.01,0.5,1.2,s0.01_c0.5_l1.2,apriori_all_000825
other vegetables;curd,whole milk,0.0103,0.6174,2.373,3,0.01,0.5,1.2,s0.01_c0.5_l1.2,apriori_all_000826
butter,whole milk,0.028,0.5052,1.942,2,0.01,0.5,1.5,s0.01_c0.5_l1.5,apriori_all_000827
other vegetables;fruit/vegetable juice,whole milk,0.0113,0.5166,1.9855,3,0.01,0.5,1.5,s0.01_c0.5_l1.5,apriori_all_000828
root vegetables;yogurt,whole milk,0.0139,0.5549,2.1329,3,0.01,0.5,1.5,s0.01_c0.5_l1.5,apriori_all_000829
whipped/sour cream;yogurt,whole milk,0.011,0.5352,2.0572,3,0.01,0.5,1.5,s0.01_c0.5_l1.5,apriori_all_000830
other vegetables;yogurt,whole milk,0.0225,0.5201,1.9992,3,0.01,0.5,1.5,s0.01_c0.5_l1.5,apriori_all_000831
margarine;other vegetables,whole milk,0.0107,0.5211,2.003,3,0.01,0.5,1.5,s0.01_c0.5_l1.5,apriori_all_000832
butter;other vegetables,whole milk,0.0121,0.5724,2.2002,3,0.01,0.5,1.5,s0.01_c0.5_l1.5,apriori_all_000833
